Body Size,Body Weight,Height,Bone Structure,Complexion,General feel of skin,Texture of Skin,Hair Color,Appearance of Hair,Shape of face,Eyes,Eyelashes,Blinking of Eyes,Cheeks,Nose,Teeth and gums,Lips,Nails,Appetite,Liking tastes,Dosha
1,1,1,1,1,0,2,0,1,0,0,0,1,1,0,1,1,2,1,0,3
1,1,2,1,0,0,0,0,0,1,2,0,1,0,0,0,1,0,1,1,3
0,0,0,0,1,1,2,0,2,1,1,1,1,2,0,1,0,0,0,0,3
1,1,0,1,1,1,0,1,0,0,2,1,1,0,2,0,0,0,1,0,3
0,1,0,1,2,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1,1,1,1,1,1,2,0,1,2,0,1,1,1,0,1,1,1,0,0,1
1,1,1,1,1,1,2,0,2,0,1,1,1,2,0,1,1,2,2,0,1
1,1,1,1,1,1,2,0,1,0,1,1,1,2,0,1,1,2,2,0,1
1,1,0,1,1,1,2,0,0,0,2,1,1,0,2,1,1,0,2,0,3
1,1,2,1,1,1,2,0,0,0,0,1,1,1,0,1,1,0,1,0,3
0,0,1,0,1,1,2,0,2,1,0,1,0,0,0,0,1,1,0,0,3
2,2,1,2,1,1,2,0,1,2,1,1,1,2,2,1,1,0,2,0,4
2,1,2,2,1,0,2,0,1,0,1,1,1,1,2,1,1,0,0,0,3
1,1,1,2,2,0,0,0,1,0,1,1,1,0,2,2,0,2,2,0,3
1,1,0,1,1,0,2,1,0,0,1,1,1,1,2,1,0,0,2,0,3
0,1,1,1,1,1,2,0,0,0,0,1,1,1,2,1,1,1,2,0,1
0,1,0,0,1,0,2,0,1,2,1,0,1,1,0,1,1,0,2,0,3
2,1,0,1,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,1,3
0,0,2,1,2,0,1,0,2,1,1,1,1,1,1,1,0,2,2,1,3
2,1,0,2,1,1,1,0,1,1,0,1,1,2,2,1,0,1,2,0,1
0,0,1,0,2,1,2,2,2,0,0,1,1,1,1,2,1,2,1,0,3
1,1,0,1,1,1,2,0,1,2,0,1,1,2,1,2,1,0,2,0,1
1,1,0,1,1,1,2,0,1,0,0,1,1,1,0,0,0,0,1,1,3
0,0,2,0,2,0,2,0,1,1,0,1,1,2,0,1,1,1,2,0,3
2,2,1,2,2,1,1,0,0,2,2,1,1,2,2,2,2,1,2,0,2
1,0,0,0,1,0,2,0,0,1,0,0,1,1,1,1,0,2,0,0,3
1,0,1,2,0,2,2,0,1,2,0,0,0,1,1,1,0,2,0,0,3
2,2,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0,1,0,1,0,1,2,1,0,1,0,1,0,1,0,1,0,1,0,1,3
0,0,1,1,2,2,1,1,0,0,0,0,1,0,2,0,0,2,0,0,0
2,1,2,2,2,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1
2,2,1,1,0,0,1,1,1,2,0,1,1,1,0,0,2,0,1,0,3
1,1,1,1,2,2,2,0,1,0,2,0,0,1,1,0,1,0,0,1,3
0,1,0,0,1,2,1,1,1,1,0,0,2,0,0,0,2,0,2,2,3
0,0,2,0,0,0,2,2,2,0,0,2,2,2,0,2,0,0,0,2,5
2,1,2,2,0,1,1,2,0,1,0,2,1,2,2,0,2,1,2,2,4
0,0,1,1,0,1,1,0,2,0,1,1,2,2,0,0,0,1,2,2,3
1,2,2,1,1,1,2,1,1,2,2,1,0,1,2,0,2,0,2,1,4
1,1,0,0,0,1,2,2,0,1,1,1,0,1,1,1,2,0,0,0,3
0,0,0,0,0,0,2,2,2,0,0,1,0,0,1,0,1,0,0,0,0
1,0,1,0,1,1,2,1,0,1,1,0,0,1,2,0,1,1,0,1,3
1,1,0,1,1,0,2,0,0,0,2,0,0,0,1,1,0,0,1,0,0
2,2,2,2,0,0,2,0,0,0,1,1,1,1,2,2,2,2,2,0,5
0,1,1,0,1,0,1,1,2,0,1,2,0,0,2,0,1,1,1,1,3
1,1,1,0,0,0,2,1,0,1,1,0,0,1,1,0,2,2,0,1,3
2,0,0,0,1,2,2,0,2,0,0,1,1,0,0,1,2,0,0,2,0
1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2,0,0,0
2,2,1,0,0,1,2,0,0,1,1,1,1,0,2,0,2,0,1,0,3
2,1,0,1,0,0,2,0,0,1,1,0,2,2,0,1,0,2,0,1,3
1,1,1,1,1,1,0,1,1,0,0,1,2,0,1,0,0,2,0,0,3
0,0,1,0,0,1,2,0,0,1,1,2,1,1,0,1,0,0,0,0,0
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,1,1,0,0,0,2
1,0,0,1,1,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1,1,1,1,1,0,0,0,1,0,0,2,1,0,0,1,1,0,1,1,3
2,2,1,1,1,2,1,1,2,2,2,1,1,2,1,1,0,0,1,2,4
1,0,0,1,0,1,0,0,1,2,0,0,1,1,0,0,1,1,1,1,3
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2
0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,2,0,0,3
1,2,0,0,0,1,0,1,0,1,0,0,1,0,2,0,2,0,0,1,0
0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,3
1,0,0,1,1,0,0,2,0,0,1,1,0,0,0,1,2,1,2,2,3
0,2,0,1,0,1,1,0,1,2,0,0,1,1,0,1,0,1,0,1,3
0,0,0,0,1,2,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0
0,0,0,0,1,1,2,2,0,1,1,0,1,2,0,0,0,2,0,1,0
2,2,2,1,2,1,2,0,0,2,0,2,1,0,2,2,0,2,2,0,5
1,1,1,1,1,0,2,1,1,1,1,0,2,0,0,0,1,1,1,0,1
0,1,0,1,0,0,2,0,2,0,0,0,1,1,1,0,0,1,2,0,0
0,1,1,0,2,2,1,0,0,1,0,0,2,0,0,1,1,0,0,0,0
1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,3
2,2,1,0,1,0,2,0,0,2,1,1,2,2,2,2,0,1,1,0,5
1,1,1,1,0,0,1,0,0,1,0,0,1,2,1,0,0,1,1,0,3
1,1,1,1,0,1,0,0,1,2,1,0,1,1,0,0,1,1,0,0,3
1,1,1,2,1,1,2,0,0,2,1,1,1,0,0,1,1,0,1,0,3
1,1,1,0,1,0,0,1,1,0,0,2,2,0,0,1,2,1,0,1,3
1,1,2,0,1,1,2,0,1,0,0,1,1,0,1,0,1,1,1,0,3
1,1,0,1,0,1,2,1,1,0,0,0,2,0,0,1,0,1,0,0,3
1,1,1,1,2,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,3
0,0,1,1,1,1,2,0,2,0,0,0,1,1,2,1,0,2,0,0,3
1,1,1,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0,2,0,0
0,1,0,0,1,1,2,1,0,2,0,0,0,0,0,1,0,1,0,0,0
0,0,1,0,1,1,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0
0,2,1,0,1,0,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0
1,0,0,1,0,0,2,1,0,0,0,0,2,0,0,1,0,0,0,0,0
1,1,1,1,1,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,3
1,1,1,1,2,2,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1
1,1,2,1,1,0,2,0,0,2,1,0,1,0,0,0,1,0,1,0,3
1,1,2,0,1,1,2,0,1,2,0,1,1,1,0,0,0,0,2,0,3
0,1,0,0,2,1,2,0,2,2,1,1,1,1,2,1,1,2,1,0,3
0,1,0,0,1,0,2,0,0,0,1,0,1,0,2,0,0,0,0,0,0
1,1,1,1,0,0,2,0,2,0,1,1,0,1,0,1,0,0,1,0,3
2,2,1,2,2,2,2,0,0,2,2,2,1,2,2,1,1,0,2,0,2
0,0,2,0,1,1,2,0,0,0,0,1,1,1,0,1,1,1,2,0,3
1,1,0,1,2,1,2,0,2,0,1,2,1,2,0,1,1,0,1,0,3
1,1,1,1,1,0,2,0,1,0,0,0,1,1,0,1,1,2,1,0,3
1,1,2,1,0,0,0,0,0,1,2,0,1,0,0,0,1,0,1,1,3
0,0,0,0,1,1,2,0,2,1,1,1,1,2,0,1,0,0,0,0,3
1,1,0,1,1,1,0,1,0,0,2,1,1,0,2,0,0,0,1,0,3
0,1,0,1,2,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1,1,1,1,1,1,2,0,1,2,0,1,1,1,0,1,1,1,0,0,1
1,1,1,1,1,1,2,0,2,0,1,1,1,2,0,1,1,2,2,0,1
1,1,1,1,1,1,2,0,1,0,1,1,1,2,0,1,1,2,2,0,1
1,1,0,1,1,1,2,0,0,0,2,1,1,0,2,1,1,0,2,0,3
1,1,2,1,1,1,2,0,0,0,0,1,1,1,0,1,1,0,1,0,3
0,0,1,0,1,1,2,0,2,1,0,1,0,0,0,0,1,1,0,0,3
2,2,1,2,1,1,2,0,1,2,1,1,1,2,2,1,1,0,2,0,4
2,1,2,2,1,0,2,0,1,0,1,1,1,1,2,1,1,0,0,0,3
1,1,1,2,2,0,0,0,1,0,1,1,1,0,2,2,0,2,2,0,3
1,1,0,1,1,0,2,1,0,0,1,1,1,1,2,1,0,0,2,0,3
0,1,1,1,1,1,2,0,0,0,0,1,1,1,2,1,1,1,2,0,1
0,1,0,0,1,0,2,0,1,2,1,0,1,1,0,1,1,0,2,0,3
2,1,0,1,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,1,3
0,0,2,1,2,0,1,0,2,1,1,1,1,1,1,1,0,2,2,1,3
2,1,0,2,1,1,1,0,1,1,0,1,1,2,2,1,0,1,2,0,1
0,0,1,0,2,1,2,2,2,0,0,1,1,1,1,2,1,2,1,0,3
1,1,0,1,1,1,2,0,1,2,0,1,1,2,1,2,1,0,2,0,1
1,1,0,1,1,1,2,0,1,0,0,1,1,1,0,0,0,0,1,1,3
0,0,2,0,2,0,2,0,1,1,0,1,1,2,0,1,1,1,2,0,3
2,2,1,2,2,1,1,0,0,2,2,1,1,2,2,2,2,1,2,0,2
1,0,0,0,1,0,2,0,0,1,0,0,1,1,1,1,0,2,0,0,3
1,0,1,2,0,2,2,0,1,2,0,0,0,1,1,1,0,2,0,0,3
2,2,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0,1,0,1,0,1,2,1,0,1,0,1,0,1,0,1,0,1,0,1,3
0,0,1,1,2,2,1,1,0,0,0,0,1,0,2,0,0,2,0,0,0
2,1,2,2,2,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1
2,2,1,1,0,0,1,1,1,2,0,1,1,1,0,0,2,0,1,0,3
1,1,1,1,2,2,2,0,1,0,2,0,0,1,1,0,1,0,0,1,3
0,1,0,0,1,2,1,1,1,1,0,0,2,0,0,0,2,0,2,2,3
0,0,2,0,0,0,2,2,2,0,0,2,2,2,0,2,0,0,0,2,5
2,1,2,2,0,1,1,2,0,1,0,2,1,2,2,0,2,1,2,2,4
0,0,1,1,0,1,1,0,2,0,1,1,2,2,0,0,0,1,2,2,3
1,2,2,1,1,1,2,1,1,2,2,1,0,1,2,0,2,0,2,1,4
1,1,0,0,0,1,2,2,0,1,1,1,0,1,1,1,2,0,0,0,3
0,0,0,0,0,0,2,2,2,0,0,1,0,0,1,0,1,0,0,0,0
1,0,1,0,1,1,2,1,0,1,1,0,0,1,2,0,1,1,0,1,3
1,1,0,1,1,0,2,0,0,0,2,0,0,0,1,1,0,0,1,0,0
2,2,2,2,0,0,2,0,0,0,1,1,1,1,2,2,2,2,2,0,5
0,1,1,0,1,0,1,1,2,0,1,2,0,0,2,0,1,1,1,1,3
1,1,1,0,0,0,2,1,0,1,1,0,0,1,1,0,2,2,0,1,3
2,0,0,0,1,2,2,0,2,0,0,1,1,0,0,1,2,0,0,2,0
1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2,0,0,0
2,2,1,0,0,1,2,0,0,1,1,1,1,0,2,0,2,0,1,0,3
2,1,0,1,0,0,2,0,0,1,1,0,2,2,0,1,0,2,0,1,3
1,1,1,1,1,1,0,1,1,0,0,1,2,0,1,0,0,2,0,0,3
0,0,1,0,0,1,2,0,0,1,1,2,1,1,0,1,0,0,0,0,0
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,1,1,0,0,0,2
1,0,0,1,1,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1,1,1,1,1,0,0,0,1,0,0,2,1,0,0,1,1,0,1,1,3
2,2,1,1,1,2,1,1,2,2,2,1,1,2,1,1,0,0,1,2,4
1,0,0,1,0,1,0,0,1,2,0,0,1,1,0,0,1,1,1,1,3
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2
0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,2,0,0,3
1,2,0,0,0,1,0,1,0,1,0,0,1,0,2,0,2,0,0,1,0
0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,3
1,0,0,1,1,0,0,2,0,0,1,1,0,0,0,1,2,1,2,2,3
0,2,0,1,0,1,1,0,1,2,0,0,1,1,0,1,0,1,0,1,3
0,0,0,0,1,2,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0
0,0,0,0,1,1,2,2,0,1,1,0,1,2,0,0,0,2,0,1,0
2,2,2,1,2,1,2,0,0,2,0,2,1,0,2,2,0,2,2,0,5
1,1,1,1,1,0,2,1,1,1,1,0,2,0,0,0,1,1,1,0,1
0,1,0,1,0,0,2,0,2,0,0,0,1,1,1,0,0,1,2,0,0
0,1,1,0,2,2,1,0,0,1,0,0,2,0,0,1,1,0,0,0,0
1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,3
2,2,1,0,1,0,2,0,0,2,1,1,2,2,2,2,0,1,1,0,5
1,1,1,1,0,0,1,0,0,1,0,0,1,2,1,0,0,1,1,0,3
1,1,1,1,0,1,0,0,1,2,1,0,1,1,0,0,1,1,0,0,3
1,1,1,2,1,1,2,0,0,2,1,1,1,0,0,1,1,0,1,0,3
1,1,1,0,1,0,0,1,1,0,0,2,2,0,0,1,2,1,0,1,3
1,1,2,0,1,1,2,0,1,0,0,1,1,0,1,0,1,1,1,0,3
1,1,0,1,0,1,2,1,1,0,0,0,2,0,0,1,0,1,0,0,3
1,1,1,1,2,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,3
0,0,1,1,1,1,2,0,2,0,0,0,1,1,2,1,0,2,0,0,3
1,1,1,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0,2,0,0
0,1,0,0,1,1,2,1,0,2,0,0,0,0,0,1,0,1,0,0,0
0,0,1,0,1,1,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0
0,2,1,0,1,0,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0
1,0,0,1,0,0,2,1,0,0,0,0,2,0,0,1,0,0,0,0,0
1,1,1,1,1,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,3
1,1,1,1,2,2,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1
1,1,2,1,1,0,2,0,0,2,1,0,1,0,0,0,1,0,1,0,3
1,1,2,0,1,1,2,0,1,2,0,1,1,1,0,0,0,0,2,0,3
0,1,0,0,2,1,2,0,2,2,1,1,1,1,2,1,1,2,1,0,3
0,1,0,0,1,0,2,0,0,0,1,0,1,0,2,0,0,0,0,0,0
1,1,1,1,0,0,2,0,2,0,1,1,0,1,0,1,0,0,1,0,3
2,2,1,2,2,2,2,0,0,2,2,2,1,2,2,1,1,0,2,0,2
0,0,2,0,1,1,2,0,0,0,0,1,1,1,0,1,1,1,2,0,3
1,1,0,1,2,1,2,0,2,0,1,2,1,2,0,1,1,0,1,0,3
1,1,1,1,1,0,2,0,1,0,0,0,1,1,0,1,1,2,1,0,3
1,1,2,1,0,0,0,0,0,1,2,0,1,0,0,0,1,0,1,1,3
0,0,0,0,1,1,2,0,2,1,1,1,1,2,0,1,0,0,0,0,3
1,1,0,1,1,1,0,1,0,0,2,1,1,0,2,0,0,0,1,0,3
0,1,0,1,2,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1,1,1,1,1,1,2,0,1,2,0,1,1,1,0,1,1,1,0,0,1
1,1,1,1,1,1,2,0,2,0,1,1,1,2,0,1,1,2,2,0,1
1,1,1,1,1,1,2,0,1,0,1,1,1,2,0,1,1,2,2,0,1
1,1,0,1,1,1,2,0,0,0,2,1,1,0,2,1,1,0,2,0,3
1,1,2,1,1,1,2,0,0,0,0,1,1,1,0,1,1,0,1,0,3
0,0,1,0,1,1,2,0,2,1,0,1,0,0,0,0,1,1,0,0,3
2,2,1,2,1,1,2,0,1,2,1,1,1,2,2,1,1,0,2,0,4
2,1,2,2,1,0,2,0,1,0,1,1,1,1,2,1,1,0,0,0,3
